date,commits,orgs,lines_added,lines_deleted,files_changed,contributors
2013-11-23,7,davidstrauss:2|jklm:2|gmail:1|sbcglobal:2,61,48,9,7
2013-11-24,5,vrfy:1|jklm:3|archlinux:1,579,89,17,5
2013-11-25,24,davidstrauss:2|redhat:1|jklm:1|poettering:16|gnome:1|gmail:1|intel:1|archlinux:1,833,431,59,24
2013-11-26,16,poettering:10|vrfy:1|jklm:1|gmail:3|Perennou:1,578,345,53,16
2013-11-27,21,poettering:14|partner:1|vrfy:1|linux:1|jklm:2|gmail:2,1052,577,57,21
2013-11-28,24,vrfy:3|inbox:1|in:5|gmail:9|jklm:2|poettering:4,3503,1310,85,24
2013-11-29,28,partner:2|vrfy:8|poettering:9|gmail:8|holtmann:1,1108,309,49,28
2013-11-30,32,poettering:12|davidstrauss:1|gmail:11|vrfy:2|in:5|jklm:1,2148,845,100,32
2013-12-01,3,gmail:1|vrfy:1|holtmann:1,13,7,3,3
2013-12-02,16,poettering:9|partner:1|gmail:3|in:3,1780,815,57,16
2013-12-03,22,poettering:14|gmail:4|in:1|jklm:2|partner:1,1987,1129,87,22
2013-12-04,11,vrfy:3|jklm:3|gmail:4|redhat:1,186,146,18,11
2013-12-05,11,poettering:4|gmail:4|in:2|seblu:1,1343,269,28,11
2013-12-06,15,vrfy:5|hadess:1|gmail:1|in:2|jklm:5|v3:1,841,476,54,15
2013-12-07,4,gmail:1|jklm:3,143,73,9,4
2013-12-08,14,vrfy:1|archlinux:3|gmail:3|in:7,343,237,25,14
2013-12-09,35,poettering:4|partner:1|redhat:2|gmail:2|linux:26,3572,676,67,35
2013-12-10,37,poettering:27|purdue:1|holtmann:1|in:4|vrfy:2|gmail:2,576,313,75,37
2013-12-11,16,vrfy:1|poettering:13|in:2,971,552,66,16
2013-12-12,34,poettering:24|gmail:3|opendz:1|vrfy:3|Perennou:1|in:2,449,278,84,34
2013-12-13,23,poettering:19|partner:2|gmail:2,880,364,52,23
2013-12-14,13,poettering:5|gmail:2|in:5|jklm:1,271,147,29,13
